word,phonetic,pos,meaning,example,example_zh
lifetime,,n.,"一生, 终生",,
lifeway,,n.,"生活方式, 生活",,
lift,,v.,"举起,提高",,
lighten,,v.,"减轻,点亮",,
lighthearted,,adj.,无忧无虑的； 愉快的,,
lighthouse,,n.,灯塔,,
lightly,,adv.,"轻轻地, 轻松地",,
lightness,,n.,"轻盈, 灵活",,
lightning,,n.,闪电,,
lightweight,,n.,"轻量级选手, 不能胜任者",,
likelihood,,n.,可能(性),,
likewise,,adv.,"同样地, 此外",,
lily,,n.,"百合,百合花 adj. 纯洁的",,
limb,,n.,"肢, 翼, 分支",,
lime,,n.,"酸橙,石灰",,
limestone,,n.,石灰石,,
limitation,,n.,"限制,局限性",,
limner,,n.,素描者,,
limy,,adj.,"含石灰的, 石灰似的",,
lineage,,n.,"血统, 世系",,
linear,,adj.,"线的, 直线的",,
linen,,n.,亚麻布（制品）,,
ling,,n.,"鳕鱼, 石南之一种",,
linger,,v.,"逗留, 闲荡",,
linguist,,n.,语言学家,,
linguistic,,adj.,语言(学)上的,,
link,,v.,"连接,联系 n. 联系",,
linkage,,n.,联接,,
linoleum,,n.,"油布, 油毯",,
lint,,n.,绷带用麻布,,
lintel,,n.,"[建]楣, 过梁",,
lion,,n.,狮子,,
lip,,n.,嘴唇,,
lipid,,n.,"脂质, 油脂",,
liquefy,,v.,溶解， 液化,,
liquid,,n.,液体 adj. 液体的,,
lira,,n.,里拉（意大利货币单位）,,
list,,n.,"目录,列表 v. 列出",,
listen,,v.,听,,
listener,,n.,"收听者, 听众",,
listless,,adj.,"倦怠的, 冷漠的",,
liter,,n.,公升,,
literacy,,n.,"有文化,有教养",,
literally,,adv.,"逐字地,正确地",,
literalness,,n.,"文字的,表面意义上的",,
literary,,adj.,文学的,,
literate,,adj.,有读写能力的；有文化修养的,,
literature,,n.,"文学,文献",,
lithograph,,n.,"石版画, 平版印刷",,
lithographic,,adj.,"石版印刷的, 石版的",,
lithography,,n.,平版印刷术,,
lithosphere,,n.,[地]岩石圈,,
lithospheric,,adj.,岩石圈的; 陆界的,,
litter,,n.,垃圾 v乱扔东西,,
livable,,adj.,适于居住的,,
livelihood,,n.,"生计,谋生",,
liveliness,,n.,活泼,,
livestock,,n.,家畜,,
living,,n.,"生活,生计 adj. 活的,逼真的",,
lizard,,n.,[动]蜥蜴,,
load,,n.,"负荷,装载量 v. 装(载),使负担",,
loam,,n.,肥土,,
loan,,n.,贷款 v. 借出，贷给,,
loath,,adj.,不情愿的， 勉强的,,
loathsome,,adj.,讨厌的,,
lobby,,v.,游说 n. 休息室，大厅；游说团,,
lobe,,n.,耳垂，(肺，肝等的)叶,,
lobster,,n.,龙虾,,
local,,adj.,"当地的,局部的 n. 当地人",,
locale,,n.,"现场, 场所",,
locality,,n.,"位置, 地点",,
localization,,n.,"地方化, 局限, 定位",,
localize,,v.,"集中,局部化",,
locally,,adv.,"在本地, 地方性地, 局部地",,
locate,,v.,"定位,把…设置在",,
location,,n.,"位置,地点",,
lock,,n.,锁 v. 锁上,,
locomote,,v.,"移动, 行动",,
locomotion,,n.,"运动, 移动",,
locomotive,,n.,"机车, 火车头",,
locomotor,,adj.,运动的,,
locust,,n.,蝗虫,,
loder,,n.,[计]装填器,,
lodge,,v.,(让)暂住 n乡间小屋，旅舍,,
loess,,n.,黄土,,
loft,,n.,阁楼,,
lofty,,adj.,高耸的； 崇高的； 高傲的,,
log,,n.,"原木,航海日志 v. 正式记录",,
logger,,n.,"樵夫, 圆木装车机",,
loggerhead,,n.,"傻子,铁球棒",,
logic,,n.,"逻辑, 逻辑学 adj. 逻辑的",,
logical,,adj.,"符合逻辑的,合理的",,
logically,,adv.,"符合逻辑地, 逻辑上地",,
lomas,,n.,洛马斯(阿根廷东部的一城镇),,
london,,n.,伦敦,,
londoner,,n.,伦敦人,,
lone,,adj.,孤独的，寂寞的,,
loneliness,,n.,"孤独, 寂寞",,
lonely,,adj.,"孤独的, 寂寞的",,
longer,,,ad&a. 比较久(的),,
longevity,,n.,"长命, 寿命",,
longing,,n.,渴望 a渴望的,,
longitude,,n.,经度， 经线,,
longtime,,adj.,(已持续)长时间的 adv. 长久地,,
loom,,n.,织布机 vi迫近,,
loop,,n.,"环,回路 v. 使成环,打环",,
loose,,n.,"解放,放任 v. 弄松, 释放",,
loosely,,adv.,松散地,,
loosen,,v.,"解开, 放松, 松开",,
looseness,,n.,"松开, 解除",,
lop,,v.,"剪去, 砍掉",,
lope,,vi.,轻松地大步跑 n. 轻快的步伐,,
lopsided,,adj.,"倾向一方的, 不平衡的",,
lord,,n.,"封建领主,君主",,
lordly,,adj.,高贵的；高傲的,,
lore,,n.,"学问,（动物的）眼光知识",,
loss,,n.,"丧失,遗失,损失",,
lost-and-found,,n.,失物招领,,
lot,,n.,"许多,大量",,
lotus,,n.,[植] 莲(花) adj. 贪图安乐的,,
loud,,,"a&ad. 高声的,大声地",,
loudness,,n.,"大声, 喧闹",,
loudspeaker,,n.,"扩音器, 喇叭",,
lounge,,vi.,懒洋洋地站 n. 等候室，休息室,,
lounger,,n.,"漫步的人, 懒人",,
love,,,n&v. 爱,,
lovely,,adj.,"可爱的,有趣的",,
lover,,n.,"爱人, 爱好者",,
low,,,"a&ad. 低(的),低下(的)",,
lowa,,n.,爱荷华州(美国中西部的一州),,
lower,,adj.,"较低的,下面的 v. 降下,放低",,
lowland,,n.,低地,,
loyal,,adj.,"忠诚的, 忠心的",,
loyalist,,n.,"忠诚的人, 反对独立者",,
loyally,,adv.,忠诚,,
loyalty,,n.,忠诚,,
lubricant,,n.,润滑剂,,
lubricate,,v.,润滑 v加润滑油,,
luce,,n.,一种成鱼,,
luck,,n.,"运气, 好运",,
luckily,,adv.,幸运地,,
lucky,,adj.,"幸运的, 吉祥的",,
lucrative,,adj.,赚钱的， 获利的， 有利可图的,,
lug,,v.,(用力)拖拉,,
lull,,v.,缓和 n暂时的平息,,
lumber,,n.,"木材,木料",,
lumiere,,n.,彩色照相术,,
luminosity,,n.,亮度， 发光度； 光明,,
luminous,,adj.,"发光的,清楚的,明白易懂的",,
lump,,n.,"肿块,笨人 v. 使成块状",,
lunar,,adj.,月亮的,,
lunch,,n.,午餐,,
luncheon,,n.,"午宴, 正式的午餐",,
lung,,n.,"肺,呼吸器",,
lunge,,,vi&n. 猛冲， 猛扑,,
lure,,v.,引诱,,
lush,,adj.,"茂盛的, 丰富的",,
lust,,n.,"繁殖力, 强烈的性欲 v. 强烈欲望",,
luster,,n.,"光彩, 光泽",,
luxurious,,adj.,"奢侈的, 豪华的",,
luxury,,n.,"奢侈, 华贵",,
lvory,,n.,象牙,,
lyric,,n.,"抒情诗, 歌词",,
lyrical,,adj.,"抒情诗调的, 充满感情的",,
lyrically,,adv.,"抒情地, 狂热地",,
lys,,n.,[化]赖氨酸,,
macaque,,n.,短尾猿,,
macdonald,,n.,麦当劳快餐店,,
machine,,n.,"机器,机械",,
machinery,,n.,"机械,机器",,
mackerel,,n.,鲭,,
mad,,adj.,"疯狂的,狂热的",,
magazine,,n.,"杂志, 期刊",,
magenta,,,n&a. 红紫色(的),,
magic,,n.,魔术；魔力 a有魔力的,,
magical,,adj.,"魔术的, 神奇的",,
maglev,,n.,磁力悬浮火车,,
magma,,n.,"岩浆, 糊剂",,
magnesium,,n.,[化]镁,,
magnet,,n.,"磁体, 磁铁",,
magnetic,,adj.,"磁的,有吸引力的",,
magnetism,,n.,"磁, 磁力, 吸引力, 磁学",,
magnetize,,v.,"使磁化, 吸引",,
magnetosphere,,n.,磁气圈,,
magnification,,n.,"扩大, 放大倍率",,
magnificent,,adj.,极好的； 宏伟的， 华丽的； 崇高的， 高尚的,,
magnify,,v.,"放大, 扩大",,
magnitude,,n.,"大小, 数量,量级",,
maiden,,n.,"少女, 处女",,
mail,,n.,"邮件,邮政",,
maine,,n.,缅因州(美国东北角的州),,
mainland,,n.,大陆,,
mainsheet,,n.,主桅帆操纵索,,
mainstay,,n.,支柱;骨干,,
mainstream,,n.,主流,,
maintain,,v.,"维持,保持",,
maintenance,,n.,"维护, 保持",,
maize,,n.,"玉米, 黄色 adj. 玉米色的",,
majestic,,adj.,雄伟的，壮丽的,,
major,,vi.,主修， 专攻 adj. 较大的；主要的；主修的 n. 专业,,
majority,,n.,大多数,,
maker,,n.,制造者,,
makeshift,,adj.,临时的 n. 临时替代物,,
makeup,,n.,"化妆品,组成, 结构",,
male,,adj.,"男的, 雄的",,
malfunction,,n.,故障,,
malice,,n.,恶意， 怨恨,,
malicious,,adj.,怀有恶意的， 恶毒的,,
malleability,,n.,"有延展性, 柔韧性",,
malleable,,adj.,"有延展性的, 可锻的",,
mallet,,n.,槌棒,,
malnutrition,,n.,营养不良,,
mammal,,n.,哺乳动物,,
mammalian,,n.,哺乳动物 adj. 哺乳动物的,,
mammoth,,n.,"猛犸,长毛象 adj. 庞大的",,
man,,n.,"男人,人(类)",,
manage,,v.,管理，经营，处理,,
manageable,,adj.,易处理的，易管理的,,
management,,n.,"经营,管理,处理",,
manager,,n.,"经理, 管理人员",,
mandan,,n.,"曼丹人, 曼丹语",,
mandarin,,n.,"官话,普通话",,
mandate,,n.,"(书面)命令,训令 v. 委任统治",,
mandatory,,adj.,"命令的, 托管的",,
mandible,,n.,"下颚, 下颚骨",,
maneuver,,n.,策略[ pl]演习 v(巧妙)控制；用策略,,
manganese,,n.,n〈化〉锰,,
manhattan,,n.,曼哈顿岛(美国纽约一区),,
mania,,n.,"[医]颠狂, 狂躁, 癖好, 狂热",,
manifest,,v.,显示，表明，证明,,
manifestation,,n.,"显示, 表现",,
manifesto,,n.,"宣言, 声明",,
manipulate,,v.,"操纵,影响",,
manipulation,,n.,"处理,操纵",,
manner,,n.,"礼貌,方式",,
mannerism,,n.,怪癖， 癖性； 过分的独特风格,,
mansion,,n.,"大厦, 官邸",,
mantel,,n.,壁炉架,,
mantle,,n.,"斗蓬 v. 披风,覆盖",,
manual,,adj.,"手工的 n手册,指南",,
manufacture,,,"vt&n. 制造,制造业[pl]产品",,
manufacturer,,n.,"制造业者, 厂商",,
manure,,n.,肥料,,
map,,n.,地图 v. 绘制地图,,
maple,,n.,枫树,,
mar,,n.,"污点,瑕疵 v. 破坏",,
maraca,,n.,[音]沙球,,
marble,,n.,大理石,,
march,,,n&v. 行军,,
margin,,n.,"边缘,余地,页边空白",,
marginal,,adj.,"边缘的, 边际的",,
marine,,n.,"船舶,水兵 adj. 海(洋)的,海军(事)的",,
maritime,,adj.,"海上的, 海事的",,
mark,,n.,"痕迹,记号 v. 做标记",,
marked,,adj.,显著的； 有记号的； 被监视的,,
markedly,,adv.,"显著地,明显地",,
marketable,,adj.,"市场的,可销售的",,
marketplace,,n.,"集会场所, 市场",,
marlin,,n.,枪鱼,,
maroon,,n.,栗色 a栗色的,,
marriage,,n.,"结婚, 婚姻",,
marrow,,n.,"精华, 活力",,
marry,,v.,"娶, 嫁,和结婚",,
marseille,,n.,马赛(法国港口城市),,
marsh,,n.,"湿地,沼泽",,
marshal,,n.,"元帅 v整顿, 排列",,
marshland,,n.,沼泽地,,
marshy,,adj.,"沼泽般的,湿软的",,
marsupial,,n.,有袋动物 a有袋动物的,,
martian,,,n&a. 火星人(的),,
marvel,,n.,令人惊奇的事物(或人物),,
marvelous,,adj.,"令人惊异的, 非凡的",,
marvelously,,adv.,"奇迹般地,奇异地",,
maser,,n.,微波激射器,,
mask,,n.,面具,,
mason,,n.,泥瓦匠 vt. 用砖瓦砌成,,
masonry,,n.,"石工术, 石匠职业",,
mass,,adj.,大量的 n. 质量；块，团；众多；群众，平民百姓,,
massachusetts,,n.,马萨诸塞(美国州名),,
massif,,n.,山丘,,
massive,,adj.,"巨大的,大规模的",,
mast,,n.,"桅,桅杆 vt. 装桅杆于",,
master,,v.,"控制,精通 n. 主人",,
masterpiece,,n.,"杰作, 名著",,
masthead,,n.,"桅顶, 报头",,
mastodon,,n.,"[古生]乳齿象, 庞然大物",,
mat,,n.,席子，垫子,,
match,,v.,"相配,相称",,
mate,,n.,"配偶, 对手",,
material,,adj.,物质的， 身体上的； 重要的； 实质性的， 客观存在的 n. 材料，原料；素材，资料,,
maternal,,adj.,"母亲的, 母系的",,
mathematician,,n.,数学家,,
mathematics,,n.,数学,,
matrilinear,,adj.,母系的,,
matrimony,,n.,婚姻， 婚配,,
matrix,,n.,矩阵,,
matron,,n.,主妇；护士长,,
matter,,n.,"事情,情况 v. 要紧",,
maturation,,n.,"化脓, 成熟",,
mature,,adj.,成熟的 v. 使成熟,,
maturity,,n.,"成熟,(票据)到期",,
maverick,,adj.,标新立异的；持不同意见的,,
maw,,n.,"动物的胃,口部",,
maximize,,v.,"取最大值, 最佳化",,
maximum,,n.,"最大量, 最大限度",,
maya,,n.,"玛雅人,玛雅语",,
maybe,,adv.,"大概, 或许",,
mayor,,n.,市长,,
maze,,n.,迷宫；复杂难懂的细节；困惑，迷惘 vt. 使混乱； 使困惑， 迷惑,,
me,,pron.,我,,
meadow,,n.,"草地, 牧场",,
meager,,n.,兆,,
meal,,n.,"餐, 一顿饭",,
meander,,v.,蜿蜒而行,,
meaningful,,adj.,意味深长的,,
meaningless,,adj.,无意义的,,
meantime,,,"n&ad. 同时, 其间",,
meanwhile,,adv.,其间,,
measurable,,adj.,可测量的,,
measure,,n.,"措施,量度,尺寸 v. 测量",,
measurement,,n.,"测量法,度量,",,
meat,,n.,"(食用)肉,肉类",,
meaty,,adj.,"肉的,多肉的",,
mechanic,,n.,技工,,
mechanical,,adj.,"机械的, 机械制的",,
mechanically,,adv.,机械地；无意识地,,
mechanics,,n.,机械学， 力学； 技巧， 方法,,
mechanism,,n.,机械装置,,
mechanization,,n.,机械化,,
mechanize,,v.,机械化,,
medal,,n.,奖牌，奖章,,
media,,n.,媒体,,
mediate,,v.,"调停, 斡旋",,
medical,,adj.,医学的，医疗的,,
medication,,n.,药物治疗； 药物,,
medicinal,,adj.,药物的，治疗的,,
medicine,,n.,药,,
medieval,,adj.,中世纪的,,
mediocre,,adj.,平庸的,,
meditate,,v.,沉思， 冥想； 考虑； 谋划,,
mediterranean,,n.,地中海,,
medium,,n.,"媒体,方法 adj. 中间的",,
meet,,v.,"遇见,见面",,
meeting,,n.,会议,,
megafossil,,n.,大化石,,
megalopolis,,n.,"巨大都市, 人口稠密地带",,
megawatt,,n.,兆瓦特,,
melange,,n.,"混合物, 杂录",,
melanin,,n.,黑色素,,
mellow,,adj.,醇香的；柔和的；成熟的 v. 醇香； 柔和； 成熟,,
melodic,,adj.,"有旋律的,调子美妙的",,
melodious,,adj.,旋律优美的， 悦耳的,,
melodrama,,n.,情节剧,,
melody,,n.,旋律，曲调,,
melt,,v.,"(使)融化,(使)消散,(使)逐渐消失",,
meltdown,,n.,彻底垮台,,
meltwater,,n.,冰雪融化成的水,,
member,,n.,"成员,会员",,
membership,,n.,"成员资格,全体会员",,
membrane,,n.,薄膜； 细胞膜,,
memo,,n.,备忘录,,
memorable,,adj.,"难忘的,重大的",,
memorandum,,n.,"备忘录, 便笺",,
memorial,,n.,"纪念物, 纪念馆",,
memorize,,v.,"记住, 记忆",,
memory,,n.,"记忆(力),回忆",,
mennonite,,n.,门诺派教徒,,
mental,,adj.,"精神的,智力的",,
mentally,,adv.,"精神上, 智力上",,
mention,,v.,提及， 说起,,
mercantile,,adj.,"贸易的,商业的",,
merchandis,,n.,"商品,货物 v买卖",,
merchandise,,n.,"商品, 货物",,
merchant,,n.,商人,,
merciless,,adj.,残忍的；无情的,,
mercury,,n.,"水银, 汞",,
mercy,,n.,"仁慈,宽恕,怜悯",,
mere,,adj.,"仅仅的,起码的",,
merely,,adv.,"仅仅, 只, 不过",,
merge,,v.,"结合,合并",,
meridian,,n.,子午线， 经线,,
merit,,n.,优点，功绩 v. 值得,,
mermaid,,n.,美人鱼,,
mesh,,n.,网，筛孔,,
mesmerize,,v.,施催眠术,,
mesolithic,,adj.,中石器时代的 n. 中石器时代,,
mesopotamian,,n.,美索不达米亚（两河流域）,,
mesozoic,,,n&a. 中生代(的),,
mesquite,,n.,豆科灌木,,
mess,,n.,"混乱, 脏乱 v. 弄乱",,
message,,n.,"消息,信息",,
messy,,adj.,"肮脏的, 凌乱的",,
metabolic,,adj.,新陈代谢的,,
metabolism,,n.,新陈代谢,,
metabolize,,v.,产生代谢变化,,
metal,,n.,金属 v. (以金属)覆盖、装配,,
metallic,,adj.,金属(性)的,,
metallurgy,,n.,"冶金, 冶金术",,
metalwork,,n.,金属制品,,
metalworker,,n.,金工工人,,
metamorphic,,adj.,"变质的,变性的",,
metaphor,,n.,"隐喻, 暗喻",,
metaphysical,,adj.,"形而上学的, 纯粹哲学的",,
metazoan,,,n&a. [动]后生动物(的),,
meteor,,n.,"流星, 大气现象",,
meteoric,,adj.,"流星的,大气的",,
meteorite,,n.,"陨石, 流星",,
meteoritic,,adj.,"陨星的,陨石的",,
meteoroid,,n.,流星体,,
meteorological,,adj.,气象学的； 气象的,,
meteorologist,,n.,气象学者,,
meteorology,,n.,气象学,,
meter,,n.,"米,公尺",,
methane,,n.,"甲烷,沼气",,
methanol,,n.,甲醇,,
method,,n.,方法， 办法， 措施； 秩序,,
methodical,,adj.,有条理的，井然的,,
methodically,,adv.,"有条不紊地, 有方法地",,
methyl,,n.,"甲基, 木精",,
meticulous,,adj.,"一丝不苟的, 缜密的",,
meticulously,,adv.,"仔细地,谨慎地",,
metric,,adj.,"米制的, 公制的",,
metropolis,,n.,"首都,大城市",,
metropolitan,,adj.,大城市的，大都会的,,
mexican,,,n&a. 墨西哥(的)， 墨西哥人(的),,
mexico,,n.,墨西哥(拉丁美洲国家),,
miami,,n.,迈阿密(美国佛罗里州达东南部港市),,
miasmic,,adj.,"毒气的, 瘴气的",,
michigan,,n.,密歇根州(美国州名),,
microbe,,n.,"微生物, 细菌",,
microbial,,adj.,"微生物的, 由细菌引起的",,
microbiologist,,n.,微生物学家,,
microcosm,,n.,微观世界,,
microfossil,,n.,"微体化石,微化石",,
micron,,n.,"微米,百万分之一米",,
micronesian,,,n&a. 密克罗尼西亚人(的),,
micronutrient,,n.,[生]微量营养素,,
microorganism,,n.,微生物,,
microprocessor,,n.,微处理器,,
microscope,,n.,显微镜,,
microscopic,,adj.,"显微镜的,极小的",,
microscopy,,n.,"显微镜检查,显微镜使用",,
microwave,,n.,微波(波长为1毫米至30厘米的高频电磁波),,
midair,,n.,半空中,,
midcontinent,,n.,大陆中部,,
midday,,n.,正午,,
middle,,n.,"中部,中间 adj. 中部的,中间的",,
middleman,,n.,中间人， 调解人； 经纪人,,
midlatitude,,n.,中间纬度,,
midnight,,n.,午夜,,
midocean,,n.,海洋中央,,
midst,,n.,中部，中间,,
midterm,,adj.,中间的，期中的 n. 期中考试； 中期； 期中,,
midway,,n.,"中途,半路 adj. 中途的 adv. 在中途",,
midwest,,n.,中西部,,
midwestern,,adj.,美国中西部的,,
mighty,,n.,有势力的人 adj. 有势力的,,
migrant,,n.,"移居者, 候鸟",,
migrate,,v.,"迁移,转移",,
migration,,n.,"移居,迁移",,
migratory,,adj.,"迁移的,流浪的",,
mild,,adj.,"温和的, 轻微的,适度的",,
mildly,,adv.,"温和地, 适度地",,
mile,,n.,英里,,
milieu,,n.,"周围, 环境",,
militant,,adj.,好战的n好斗者,,
militarily,,adv.,"以武力, 以军事行动",,
militaristic,,adj.,军国主义的,,
military,,adj.,军事的 n. 军队,,
milk,,n.,"乳, 牛奶",,
milkweed,,n.,乳草属植物,,
milky,,adj.,"牛奶的,乳白色的",,
mill,,v.,"碾磨,搅拌",,
millennium,,n.,"太平盛世,一千年",,
millet,,n.,"[植]稷, 粟",,
milligram,,n.,毫克,,
millimeter,,n.,毫米,,
mime,,n.,哑剧 v. 做哑剧表演,,
mimetic,,adj.,"模仿的,拟态的",,
mimic,,v.,"模仿, 模拟",,
mind,,n.,"头脑,意见 v. 介意,注意",,
mine,,n.,矿 v. 采矿,,
miner,,n.,矿工,,
mineral,,n.,"矿物,矿石",,
mineralization,,n.,"矿化作用,成矿作用",,
mineralize,,v.,"使矿物化,采集矿物",,
mingle,,v.,混合； 交往,,
miniature,,adj.,小型的，微小的 n微小的模型,,
minimal,,adj.,"最小的, 最小限度的",,
minimalist,,n.,最低限要求者,,
minimize,,v.,将减到最少,,
minimum,,adj.,"最小的 n. 最小值,",,
ministry,,n.,(政府的)部门,,
minneapolis,,n.,明尼苏达[美国州名],,
minnesota,,n.,明尼苏达州(美国州名),,
minor,,adj.,"较小的,次要的",,
minority,,n.,"少数, 少数民族",,
minstrel,,n.,吟游诗人(或歌手),,
mint,,n.,薄荷,,
minus,,adj.,减的，负的 prep. 减 n. 负数；减号；不足,,
minuscule,,,n&a. 草写小字(的),,
minute,,n.,"分钟,片刻",,
minutely,,adj.,"每分钟的,持续的",,
miocene,,adj.,"中新世的, 中新统的",,
miracle,,n.,"奇迹, 奇事",,
miraculous,,adj.,"奇迹的,不可思议的",,
mirage,,n.,"海市蜃楼,幻想",,
mirror,,n.,"镜子 v. 反映,映出",,
mischievous,,adj.,恶作剧的， 顽皮的， 淘气的； 恶意的,,
misconception,,n.,误解,,
misdeed,,n.,"罪行, 犯罪",,
miserable,,adj.,痛苦的； 可怜的； 令人不快的,,
misery,,n.,"痛苦, 苦恼",,
misfortune,,n.,"不幸, 灾祸",,
misinterpret,,v.,曲解,,
misinterprete,,v.,误解,,
mislead,,v.,误导,,
mismanage,,vt.,对…管理不当， 处理不当,,
mismatch,,,"n&v. 配错, 不相匹配",,
miss,,n.,"过错 v. 错过,遗漏",,
missile,,n.,发射物； 导弹， 飞弹,,
mission,,n.,"使命,任务",,
missionary,,,"n&a. 传教士(的) ,传教的,",,
mississippi,,n.,"密西西比河,密西西比州(美国州名)",,
mississippian,,adj.,密西西比河的 n密西西比州人,,
missouri,,n.,密苏里州(美国州名),,
mist,,n.,薄雾,,
mistake,,n.,"错误 v. 弄错,误解",,
mistrust,,,"n&v. 不信任, 猜疑",,
misty,,adj.,有薄雾的,,
misunderstand,,v.,"误解, 误会",,
misunderstanding,,n.,"误会, 误解",,
mite,,n.,"微小的东西,",,
mitigate,,v.,"减轻,缓和",,
mix,,v.,"使混和,混淆",,
mixture,,n.,混合(物),,
moat,,n.,"护城河, 城壕",,
mob,,n.,"暴民 vt成群围住,聚众袭击",,
mobile,,adj.,"可移动的, 易变的",,
mobility,,n.,"活动性, 灵活性",,
mobilize,,v.,动员,,
moccasin,,n.,"鹿皮鞋, 软拖鞋",,
mock,,v.,嘲笑，嘲弄；模仿；蔑视， n. 模拟考试,,
modal,,adj.,"模态的, 形态上的",,
mode,,n.,"方式,模式",,
model,,n.,"模型 v. 模仿,展示",,
modeling,,n.,立体感； 建模， 造型,,
modem,,n.,[计]调制解调器,,
moderate,,adj.,"中等的, 适度的",,
moderately,,adv.,适度地,,
modernist,,n.,"现代主义者, 现代人",,
modernistic,,adj.,"现代的, 现代主义的",,
modernity,,n.,现代性,,
modernization,,n.,现代化,,
modernize,,v.,使现代化,,
modest,,adj.,"谦虚的, 适度的",,
modestly,,adv.,"谨慎地, 适当地",,
modicum,,n.,"少量, 一点点",,
modification,,n.,"更改, 修改",,
modify,,v.,"更改,修改",,
modulate,,v.,"调整, 调节, (信号)调制",,
modulation,,n.,调制,,
module,,n.,"模数, 模块",,
modus,,n.,"方法, 形式",,
moist,,adj.,潮湿的，湿润的,,
moisten,,v.,弄湿 vi变潮湿,,
moisture,,n.,"潮湿,湿气",,
molasses,,n.,<美>糖蜜,,
mold,,n.,"模子vt浇铸, 塑造",,
molecular,,adj.,分子的,,
molecule,,n.,分子,,
mollusk,,n.,[动]软体动物,,
molt,,,"vi&n. 脱毛,换毛",,
molten,,adj.,熔化的， 熔融的,,
moment,,n.,片刻，瞬间,,
momentarily,,adv.,"暂时地, 立刻地",,
momentary,,adj.,片刻的， 瞬间的， 暂时的,,
momentous,,adj.,"重要的, 重大的",,
momentum,,n.,"动力, 势头",,
monarch,,n.,君主,,
monarchy,,n.,"君主政体, 君主国",,
monastery,,n.,男修道院， 寺院,,
monetary,,adj.,"货币的, 金融的",,
money,,n.,"钱,货币",,
mongolia,,n.,蒙古,,
monitor,,v.,监听(视；测) n检测器,,
monkey,,n.,猴子,,
monochromatic,,adj.,单色的,,
monochrome,,n.,单色 单色的,,
monogamous,,n.,"一夫一妻的, 单配的",,
monogamy,,n.,一夫一妻制,,
monoid,,n.,独异点,,
monolithic,,n.,"单片电路, 单块集成电路",,
monopolize,,v.,"独占, 垄断",,
monopoly,,n.,垄断(者),,
monotonous,,adj.,"单调的,无抑扬顿挫的",,
monotony,,n.,单调， 千篇一律,,
monoxide,,n.,一氧化物,,
monroe,,n.,门罗(m),,
monster,,n.,怪物,,
month,,n.,月,,
monument,,n.,纪念碑,,
monumental,,adj.,"纪念碑的,不朽的",,
mood,,n.,"心情, 情绪",,
moody,,adj.,"易怒的, 情绪化的",,
moon,,n.,"月球,月亮",,
moor,,v.,停泊， 系泊 n. 沼泽；旷野，荒野,,
moose,,n.,[动] 驼鹿,,
moraine,,n.,冰碛,,
moral,,adj.,"道德(上)的,精神的",,
morale,,n.,"士气, 民心",,
moralism,,n.,"道德主义, 说教",,
moralistic,,adj.,"狭隘道德观的, 说教的",,
morality,,n.,"道德,品行",,
moralize,,v.,"教化 ,说教",,
morally,,adv.,道德上,,
moreover,,adv.,"此外,而且",,
morgue,,n.,停尸房， 太平间,,
mormon,,n.,"摩门教徒, 一夫多妻主义者",,
morning,,n.,"早晨, 上午",,
morphological,,adj.,形态学的,,
morphology,,n.,"[生物]形态学, [语法]词法",,
morris,,n.,莫理斯舞(英国传统民间舞蹈),,
mortal,,n.,"凡人,人类 adj. 必死的,致命的",,
mortality,,n.,死亡率,,
mortar,,n.,"灰泥,迫击炮 vt用灰泥结合",,
mortgage,,n.,抵押贷款，按揭；抵押证书 vt. 用…作抵押,,
mortify,,vt.,使蒙受屈辱， 使难堪,,
mortise,,n.,榫眼 v用榫接合,,
mosaic,,n.,镶嵌细工，马赛克,,
mosquito,,n.,蚊子,,
moss,,n.,"苔, 藓",,
mote,,n.,"尘埃, 微粒",,
moth,,n.,"蛾, 蛀虫",,
mother,,n.,母亲,,
motif,,n.,"主题,主旨",,
motion,,n.,"运动,动作",,
motionless,,adj.,"不动的, 静止的",,
motivate,,v.,激发,,
motivation,,n.,动机,,
motive,,n.,动机，目的,,
motor,,n.,发动机,,
motorcycle,,n.,"摩托车, 机车",,
mottle,,v.,"使有斑点 n杂色, 斑点",,
mottled,,adj.,有杂色的， 斑驳的,,
motto,,n.,座右铭； 箴言， 格言,,
mouldy,,adj.,"发霉的, 腐朽的, 旧式的",,
mound,,n.,土墩，沙土堆,,
mount,,v.,"登上 n山,峰",,
mountainous,,adj.,"多山的, 巨大的",,
mountainside,,n.,"山腹, 山腰",,
mouse,,n.,鼠,,
mouth,,n.,"口,嘴",,
movable,,adj.,活动的，变动的,,
movie,,n.,电影,,
mow,,v.,割(草),,
mud,,n.,"泥,泥浆",,
muddy,,adj.,"多泥的, 泥泞的",,
mudflats,,n.,泥滩,,
mudstone,,n.,[地]泥岩,,
muggy,,adj.,闷热的,,
mule,,n.,"骡子,十分固执的人",,
multicellular,,adj.,多细胞的,,
multidirectional,,adj.,多方向的,,
multifaceted,,adj.,多层面的,,
multifunctional,,adj.,多功能的,,
multiple,,adj.,多样的 n. 倍数,,
multiplicative,,adj.,倍增的； 乘法的,,
multiplicity,,n.,多样性,,
multiply,,v.,"繁殖, 乘",,
multipurpose,,adj.,"多种用途的, 多目标的",,
multistory,,adj.,"多层的,有多层楼的",,
multitude,,n.,"多数, 群众",,
multivolume,,adj.,多卷的,,
mundane,,adj.,"平凡的, 世俗的",,
municipal,,adj.,市政的,,
