word,phonetic,pos,meaning,example,example_zh
injection,,n.,注射；注入,,
injure,'ɪndʒə,v.,伤害；损害,He injured his knee while playing football.,他踢足球时伤了膝盖。
injurious,,adj.,侮辱的， 诽谤的； 造成伤害的， 有害的,,
injury,,n.,损害，伤害；受伤处,,
ink,,n.,墨水，油墨,,
inland,,adj.,国内的；内地的,,
inn,,n.,小旅店；小酒店,,
inner,,adj.,内部的；内心的,,
innocence,,n.,清白,,
innocent,'ɪnəsnt,adj.,无辜的；天真的,The court found him innocent.,法庭判定他无罪。
innovate,,v.,创新，革新,,
innovation,,n.,改革，创新,,
innovative,,adj.,创新的， 革新的,,
input,,n.,输入；投入的资金,,
inquire,,v.,询问,,
inquiry,,n.,询问,,
insane,,adj.,极蠢的， 荒唐的； 精神病的， 精神失常的， 疯狂的,,
insanity,,n.,"精神错乱, 疯狂, 愚顽",,
insect,,n.,昆虫，虫,,
insecure,,adj.,不安全的,,
insert,,v.,插入；嵌入；登载,,
inside,,prep.,在…里面 n. 内部,,
insight,,n.,洞察力，洞悉,,
insightful,,adj.,"有深刻见解的, 富有洞察力的",,
insist,,v.,主张，坚持,,
insistence,,n.,"坚持, 坚决主张",,
insistent,,adj.,坚持的,,
inspect,ɪn'spekt,v.,检查；视察,Officials inspected the factory for safety.,官员检查了工厂的安全情况。
inspection,,n.,检阅；检查，审查,,
inspector,,n.,检查员,,
inspiration,,n.,灵感,,
inspire,ɪn'spaɪə,v.,鼓舞；激励；启发,Her story inspired many young people.,她的故事鼓舞了许多年轻人。
install,ɪn'stɔːl,v.,安装；任命,Please install the software on my computer.,请在我的电脑上安装这个软件。
installation,,n.,安装；就职；就职仪式,,
installment,,n.,分期付款,,
instalment,,n.,分期付款， 分期交付；一集； 一期,,
instance,'ɪnstəns,n.,例子；实例,"For instance, he often runs in the park.",例如，他经常在公园跑步。
instant,'ɪnstənt,adj./n.,立即的；速食的；瞬间,The machine gives instant results.,这台机器能立即给出结果。
instantaneous,,adj.,即时的，瞬间的,,
instantly,,adv.,立即，即刻,,
instead,ɪn'sted,adv.,代替；反而,Why not walk instead of driving?,为什么不开车而步行呢？
instinct,,n.,本能；直觉；生性,,
instinctive,,adj.,"本能的,直觉的",,
institute,'ɪnstɪtjuːt,n.,学院；研究所,She works at a research institute.,她在一家研究所工作。
institution,,n.,社会公共机构；制度；设立，制定,,
instruct,ɪn'strʌkt,v.,指导；指示；教授,The coach instructed us to run faster.,教练指导我们跑得更快。
instruction,,n.,用法说明；操作指南；命令，指示,,
instructive,,adj.,"有益的, 教育性的",,
instructor,,n.,指导者，教员,,
instrument,'ɪnstrəmənt,n.,乐器；仪器；工具,The piano is my favorite instrument.,钢琴是我最喜欢的乐器。
instrumental,,adj.,器乐的；有帮助的,,
insufficient,,adj.,不足的；不适当的,,
insult,,v.,侮辱,,
insurance,ɪn'ʃʊərəns,n.,保险；保险费,Health insurance is important.,健康保险很重要。
insure,,v.,给…保险；确保,,
intact,,adj.,完整无缺的； 未经触动的； 未受损伤的,,
intake,,n.,摄入,,
intangible,,adj.,无形的，触摸不到的；难以理解的,,
integrate,,v.,成为一体， 合并,,
integration,,n.,综合,,
integrity,,n.,完整,,
intellectual,,n.,知识分子 adj. 智力的,,
intelligence,ɪn'telɪdʒəns,n.,智力；情报；智能,The test measures general intelligence.,这项测试测量一般智力。
intelligent,,adj.,有智慧的，聪明的，悟性强的,,
intend,ɪn'tend,v.,打算；意图,I intend to finish the book this week.,我打算这周读完这本书。
intense,,adj.,强烈的,,
intensify,,v.,增强， 加剧,,
intensity,,n.,强烈，剧烈；〔光、声等的〕强度,,
intensive,,adj.,加强的；精耕细作的,,
intent,,adj.,目不转睛的，热切的,,
intention,,n.,打算，意图,,
intentional,,adj.,故意的，有意识的,,
interact,,v.,互动,,
interaction,,n.,相互作用；干扰,,
interactive,,adj.,〔人与计算机程序、电视系统等〕交互的，互动的；合作的；相互交流的,,
interconnect,,v.,相互联系,,
interdependence,,n.,相互依靠,,
interest,'ɪntrəst,n./v.,兴趣；利息；使感兴趣,She takes a great interest in science.,她对科学很感兴趣。
interesting,,adj.,有趣的，引人入胜的,,
interfere,,v.,干涉，干预；妨碍,,
interference,,n.,干涉，干预；阻碍,,
interior,,adj.,内的；内地的内部 n. 内部,,
intermediate,,adj.,中级的；中间的,,
internal,,adj.,国内的；内的,,
international,,adj.,国际的，世界（性）的,,
internet,,n.,因特网,,
internship,,n.,实习生身份； 实习医师期,,
interpret,ɪn'tɜːprɪt,v.,解释；口译；理解,How do you interpret this sentence?,你如何理解这个句子？
interpretation,,n.,阐释，说明,,
interpreter,,n.,译员，口译者,,
interracial,,adj.,种族间的,,
interrupt,ˌɪntə'rʌpt,v.,打断；中断,Don't interrupt me while I'm speaking.,我说话时请不要插嘴。
interruption,,n.,打扰；中断,,
interval,'ɪntəvl,n.,间隔；休息时间,There is a ten-minute interval between classes.,课间有十分钟休息。
intervene,,vi.,干涉， 调停， 干预； 插入， 介入； 干扰， 打扰,,
intervention,,n.,干涉,,
interview,'ɪntəvjuː,n./v.,面试；采访,She has a job interview tomorrow.,她明天有求职面试。
interviewer,,n.,会见者,,
intimacy,,n.,"亲密, 隐私",,
intimate,,adj.,亲密的；个人的,,
into,,prep.,进，入；进入到,,
introduce,ˌɪntrə'djuːs,v.,介绍；引进；推行,Let me introduce my friend to you.,让我把我的朋友介绍给你。
introduction,,n.,介绍；引进；引言,,
introductory,,adj.,"引导的,介绍的",,
intrude,,v.,把…强加；把…硬挤,,
intruder,,n.,入侵者,,
intrusion,,n.,"闯入, 侵扰",,
invade,,v.,侵入，侵略,,
invader,,n.,侵略者,,
invalid,,adj.,无效的,,
invaluable,,adj.,非常宝贵的， 极为贵重的， 无价的,,
invariably,,adv.,不变地，一直,,
invasion,,n.,入侵，侵略；侵犯,,
invasive,,adj.,入侵的,,
invent,ɪn'vent,v.,发明；虚构,Who invented the telephone?,谁发明了电话？
invention,,n.,发明，创造；捏造， 假话,,
inventor,,n.,发明者；发明家,,
invest,ɪn'vest,v.,投资；投入,He invested in a small restaurant.,他投资了一家小餐馆。
investigate,ɪn'vestɪɡeɪt,v.,调查；研究,The police are investigating the accident.,警方正在调查这起事故。
investigation,,n.,调查，调查研究,,
investigator,,n.,调查人,,
investment,,n.,投资，投资额；投入,,
investor,,n.,投资者,,
invincible,,adj.,不能征服的， 无敌的,,
invisible,,adj.,看不见的；无形的,,
invitation,,n.,邀请，招待；请柬,,
invite,,v.,邀请；（正式）邀请，请求,,
inviting,,adj.,动人的， 诱人的； 引人注目的,,
involve,ɪn'vɒlv,v.,涉及；包含；使参与,The project involves a lot of teamwork.,这个项目需要大量团队合作。
involvement,,n.,连累； 包含,,
inward,,adj.,内心的 adv. 向内,,
iron,,n.,铁 v. 烫（衣）,,
ironic,,adj.,说反话的， 讽刺的； 出乎意料的,,
ironically,,adv.,具有讽刺意味地；嘲讽地,,
irony,,n.,讽刺,,
irrational,,adj.,不合理的，不理性的,,
irrationally,,adv.,不合理地，无理性地,,
irregular,,adj.,不规律的,,
irrigate,,v.,灌溉；冲洗；使清新,,
irrigation,,n.,灌溉,,
irritate,,v.,激怒,,
island,,n.,岛，岛屿,,
isolate,,v.,使隔离，使孤立,,
isolation,,n.,隔绝，隔离,,
issue,'ɪʃuː,n./v.,问题；议题；发布,Climate is a global issue.,气候是全球议题。
it,,pron.,这，那，它,,
italian,,adj.,意大利的 n. 意大利人,,
item,'aɪtəm,n.,项目；一件物品,The first item on the list is milk.,清单上第一项是牛奶。
its,,,det.. 它的,,
itself,,pron.,它自己；自身,,
jacket,,n.,短上衣，茄克衫,,
jail,,n.,监狱 v. 监禁,,
jam,,n.,果酱,,
january,,n.,一月,,
japan,,n.,日本，日本国,,
japanese,,adj.,日本的 n. 日本人,,
jar,,n.,罐子，坛子，广口瓶,,
jaw,,n.,颌，颚,,
jazz,,n.,爵士音乐，爵士舞曲,,
jealous,,adj.,妒忌的,,
jealousy,,n.,妒忌，嫉妒，猜忌,,
jeans,,n.,工装裤， 牛仔裤,,
jet,,n.,喷气式飞机；喷嘴,,
jewel,,n.,宝石；宝石饰物,,
jewish,,adj.,犹太人的,,
job,,n.,职业；工作；零活,,
jog,,v.,慢跑（尤作为锻炼）,,
join,,v.,参加；连接,,
joint,,adj.,联合的,,
joke,,n.,笑话 v. 说笑话,,
jolly,,adj.,快活的；令人高兴的,,
journal,,n.,日报，杂志；日志,,
journalism,,n.,新闻业；新闻工作,,
journalist,,n.,记者，新闻工作者,,
journey,'dʒɜːni,n.,旅行；旅程,The journey to the village took three hours.,去村庄的路程花了三小时。
joy,,n.,欢乐，喜悦；乐事,,
joyful,,adj.,十分喜悦的，快乐的,,
joyous,,adj.,"快乐的, 高兴的",,
judge,dʒʌdʒ,n./v.,法官；裁判；判断,Don't judge a book by its cover.,不要以貌取人。
judgement,,n.,判断，决定,,
judgment,,n.,审判， 判决；判断力， 识别力； 看法， 意见,,
juice,,n.,（水果等）汁，液,,
juicy,,adj.,多汁(液)的,,
july,,n.,七月,,
jump,,v.,跳；暴涨,,
june,,n.,六月,,
jungle,,n.,丛林，密林，莽丛,,
junior,,adj.,青少年的 n. 晚辈,,
junk,,n.,废旧物品，破烂 vt. 丢弃， 废弃,,
jury,,n.,陪审团；评奖团,,
just,,adv.,正好；只是；刚才,,
justice,'dʒʌstɪs,n.,正义；公正；司法,The court works for justice.,法院为正义而工作。
justification,,n.,正当的理由， 借口,,
justify,,v.,证明……正当,,
keen,kiːn,adj.,热心的；敏锐的；渴望的,He is keen on playing basketball.,他热衷于打篮球。
keenly,,adv.,敏锐地,,
keep,,v.,保持；坚持,,
keeper,,n.,饲养员；看护人,,
kettle,,n.,水壶；锅,,
key,,n.,钥匙；键；答案,,
keyboard,,n.,键盘,,
kick,,v.,踢 n. 踢,,
kid,,n.,小孩，儿童；少年,,
kill,,v.,杀死；扼杀；消磨,,
kilo,,n.,千克,,
kilogram,,n.,千克，公斤,,
kilometer,,n.,"千米,公里",,
kilometre,,n.,千米，公里,,
kin,,n.,亲戚；家族；同族 adj. 同类的；有亲属关系的；性质类似的,,
kind,,n.,种类,,
kindergarten,,n.,幼儿园,,
kindness,,n.,仁慈，好意,,
king,,n.,国王，君主,,
kingdom,,n.,王国；界,,
kiss,,v.,吻 n. 吻,,
kit,,n.,成套工具；用具包,,
kitchen,,n.,厨房，灶间,,
kite,,n.,风筝,,
knee,,n.,膝，膝盖，膝关节,,
kneel,,v.,跪，跪下，跪着,,
knife,,n.,小刀，刀，餐刀,,
knit,,v.,把…编结,,
knob,,n.,门把，拉手；旋纽,,
knock,,v.,敲，击，打 n. 敲，击，打,,
knot,,n.,（绳的）结；（树的）节,,
know,,v.,知道；认识；通晓,,
knowledge,'nɒlɪdʒ,n.,知识；学问,Knowledge is power.,知识就是力量。
knowledgeable,,adj.,"知识渊博的, 有见识的",,
lab,,n.,实验室，研究室,,
label,'leɪbl,n./v.,标签；贴标签,Read the label before using the medicine.,用药前先看标签。
labor,'leɪbə,n.,劳动；劳工,The bridge took ten years of labor to build.,这座桥耗时十年建成。
laboratory,,n.,实验室，研究室,,
laborious,,adj.,费力的,,
labour,,n.,劳动；工作；劳工,,
lace,,n.,鞋带，系带；花边,,
lack,læk,v./n.,缺乏；不足,The project failed for lack of money.,项目因缺钱而失败。
lad,,n.,男孩， 小伙子,,
ladder,,n.,梯子，梯状物,,
lady,,n.,女士，夫人；贵妇人,,
lag,,v.,落后；走得慢,,
lake,,n.,湖,,
lamb,,n.,羔羊，小羊；羔羊肉,,
lame,,adj.,跛的；瘸的，残废的,,
lamp,,n.,灯,,
land,,n.,土地；陆地 v. 上岸,,
landing,,n.,上岸，登陆，着陆,,
landlady,,n.,女房东；女地主,,
landlord,,n.,地主；房东；店主,,
landscape,'lændskeɪp,n.,风景；景观,The landscape here is beautiful in autumn.,这里的秋景很美。
lane,,n.,（乡间）小路；跑道,,
language,,n.,语言；语言课程,,
lantern,,n.,提灯，灯笼,,
lap,,n.,〔坐着时的〕大腿部,,
laptop,,n.,膝上型轻便电脑，笔记本电脑,,
large,,adj.,大的；巨大的,,
largely,,adv.,大部分；大量地,,
laser,,n.,激光,,
last,,adj.,最后的 adv. 最后,,
lastly,,adv.,"最后, 终于",,
late,,adj.,迟的 adv. 迟，晚,,
lately,,adv.,最近，不久前,,
later,,adv.,后来；过一会儿,,
latin,,adj.,拉丁的 n. 拉丁语,,
latter,,adj.,（两者中）后者的,,
laugh,,v.,笑，发笑 n. 笑,,
laughter,,n.,笑，笑声,,
launch,lɔːntʃ,v./n.,发射；发起；推出,The company launched a new product.,公司推出了新产品。
laundry,,n.,要洗的衣服；刚洗过的衣物；洗衣房,,
lavatory,,n.,盥洗室，厕所,,
law,lɔː,n.,法律；规律,Everyone is equal before the law.,法律面前人人平等。
lawn,,n.,草地，草坪，草场,,
lawyer,,n.,律师；法学家,,
lay,,v.,置放；铺设；设置,,
layer,,n.,层；层次,,
layoff,,n.,解雇； 裁员； 歇工期， 停工期,,
layout,,n.,布局，安排，设计,,
lazy,,adj.,懒惰的，懒散的,,
lead,,n.,铅，铅制品,,
leader,,n.,领袖，领导人；首领,,
leadership,,n.,领导,,
leading,,adj.,最主要的,,
leaf,,n.,叶，叶子,,
league,,n.,联合会；同盟，联盟,,
leak,,v.,漏；泄露 n. 漏洞,,
lean,,v.,倾斜，屈身；靠,,
leap,,v.,跳，跃 n. 跳跃,,
learn,,v.,学，学习,,
learned,,adj.,有学问的；学术上的,,
learner,,n.,"学习者, 初学者",,
learning,,n.,学问，知识；学习,,
lease,,n.,租约，租契 vt. 出租； 租得， 租有,,
least,,,"det,pron. 最少的 adv. 最少",,
leather,,n.,皮革；皮革制品,,
leave,,v.,离去,,
lecture,,n.,演讲，讲课 v. 演讲，讲课,,
left,,adj.,左边的,,
leg,,n.,腿，腿部,,
legal,,adj.,法律的,,
legalize,,v.,合法化,,
legend,,n.,传奇,,
legendary,,adj.,闻名的；传说的,,
legislate,,v.,制定法律； 通过立法,,
legislation,,n.,法律， 法规； 立法， 法律的制定,,
legislative,,adj.,"立法的, 立法机关的",,
legislator,,n.,立法者,,
leisure,,n.,悠闲，空闲,,
leisurely,,adj.,从容地，慢慢地,,
lemon,,n.,柠檬，柠檬树,,
lend,,v.,把…借给；贷（款）,,
length,,n.,长，长度；一段,,
lengthy,,adj.,长的，漫长的,,
lens,,n.,镜头；透镜，镜片,,
less,,adj.,更少的 adv. 更少地,,
lessen,,v.,减少,,
lesson,,n.,功课，课；课程,,
lest,,conj.,以免；惟恐,,
let,,v.,允许，让；使,,
letter,,n.,信；字母,,
level,,n.,水平面 adj. 水平的,,
lever,,n.,控制杆；杆，杠杆,,
liability,,n.,责任,,
liable,,adj.,易于…的；可能的,,
liar,,n.,说谎的人,,
liberal,,adj.,心胸宽大的；慷慨的,,
liberate,,v.,解放；释放,,
liberation,,n.,解放,,
liberty,,n.,自由；释放；许可,,
librarian,,n.,图书馆馆长,,
library,,n.,图书馆；藏书,,
licence,,n.,许可证， 执照 vt. 准许， 认可,,
license,,n.,许可；执照 v. 准许,,
lick,,v.,舔；舔吃,,
lid,,n.,盖子，盖，囊盖,,
lie,,v.,躺；平放；位于,,
lieutenant,,n.,陆军中尉；副职官员,,
life,,n.,生命；一生；寿命,,
lifetime,,n.,一生，终身,,
lift,,v.,提起，提高 n. 电梯,,
light,,adj.,轻的；少量的,,
lighten,,v.,照亮，使明亮,,
lightly,,adv.,轻轻地，轻松地,,
lightning,,n.,闪电，闪电放电,,
like,,v.,喜欢；喜爱；希望,,
likelihood,,n.,可能（性）,,
likely,,adj.,可能的 adv. 很可能,,
likewise,,adv.,同样地；也，又,,
lily,,n.,百合，百合花,,
limb,,n.,肢，臂，翼；树枝,,
lime,,n.,石灰,,
limit,,n.,限度；限制；范围,,
limitation,,n.,限制；限度，局限,,
limited,,adj.,有限的,,
limp,,adj.,软的；不强壮的 v. 〔因一腿受伤而〕跛行，一瘸一拐地走 n. 跛行,,
line,,n.,线；线条；排；路线,,
linear,,adj.,线的；长度的,,
linen,,n.,亚麻布；亚麻织物,,
liner,,n.,班船，班机,,
link,,v.,有环连接 n. 环,,
linkage,,n.,联接,,
lion,,n.,狮子；勇猛的人,,
lip,,n.,嘴唇,,
liquid,,n.,液体 adj. 液体的,,
liquor,,n.,酒,,
list,,n.,表，目录 v. 列举,,
listen,,v.,听，留神听；听从,,
listener,,n.,听众之一；听者,,
liter,,n.,升（容量单位）,,
literacy,,n.,识字， 有文化,,
literal,,adj.,字面的,,
literally,,adv.,照字义，逐字地,,
literary,,adj.,文学（上）的,,
literate,,adj.,有读写能力的；有文化修养的,,
literature,,n.,文学，文学作品；文献；文献,,
litter,,n.,废物；杂乱 v. 乱扔,,
little,,adj.,小的；少；幼小的,,
live,,v.,居住；活 adj. 活的,,
livelihood,,n.,"生计,谋生",,
lively,,adj.,活泼的,,
liver,,n.,肝；肝脏,,
living,,adj.,活的 n. 生活，生计,,
load,,v.,装；装满 n. 负载,,
loaf,,n.,一条面包，一个面包,,
loan,,n.,贷款,,
lobby,,n.,大堂 v. 游说,,
lobbyist,,n.,游说者,,
local,,adj.,地方的；局部的,,
locality,,n.,位置，地点，发生地,,
locate,,v.,位于，定位,,
location,,n.,位置，场所,,
lock,,n.,锁 v. 锁上，锁住,,
locker,,n.,柜，箱；上锁的人；有锁的橱柜；锁扣装置；有锁的存物柜,,
locomotive,,n.,火车头，机车,,
lodge,,v.,住宿，暂住,,
lodging,,n.,寄宿，住宿；住所,,
log,,n.,原木，木料,,
logic,,n.,逻辑,,
logical,,adj.,逻辑的；符合逻辑的,,
logically,,adv.,合乎情理地，符合逻辑地,,
loneliness,,n.,"孤独, 寂寞",,
lonely,,adj.,孤独的；荒凉的,,
long,,v.,渴望,,
look,,v.,看，显得 n. 看,,
loop,,n.,圈，环，环孔,,
loophole,,n.,漏洞；枪眼；换气孔；射弹孔,,
loose,,adj.,松的；宽松的,,
loosen,,v.,解开；使松驰,,
lord,,n.,贵族；上帝,,
lorry,,n.,运货汽车，卡车,,
lose,,v.,失去；迷失；输掉,,
loss,,n.,遗失；损失；失败,,
lot,,,pron.. 许多，大量 n. 抽签，抓阄,,
loud,,adj.,响亮的；吵闹的,,
loudspeaker,,n.,扬声器，喇叭,,
love,,v.,爱，喜欢 n. 爱,,
lovely,,adj.,可爱的；令人愉快的,,
lover,,n.,情人；情侣；爱好者,,
low,,adj.,低的；矮的；低下的,,
lower,,adj.,较低的 v. 放下,,
loyal,,adj.,忠诚的，忠心的,,
loyalty,,n.,忠诚，忠实,,
luck,,n.,好运，幸运；运气,,
lucky,,adj.,幸运的；吉祥的,,
luggage,,n.,行李；皮箱，皮包,,
lumber,,n.,木材；木料；制材,,
lump,,n.,团，块；肿块,,
lunar,,adj.,月亮的,,
lunch,,n.,午餐，（美）便餐,,
luncheon,,n.,午宴，午餐，便宴,,
lung,,n.,肺脏，肺,,
luxurious,,adj.,奢侈的，豪华的,,
luxury,,n.,奢侈，奢华；奢侈品,,
machine,,n.,机器；机械,,
machinery,,n.,机器， 机械,,
mad,,adj.,发疯的；恼火的,,
madam,,n.,夫人，女士，太太,,
magazine,,n.,杂志，期刊,,
magic,,n.,魔法，巫术；戏法,,
magical,,adj.,"魔术的, 神奇的",,
magnet,,n.,磁铁，磁石，磁体,,
magnetic,,adj.,磁的；有吸引力的,,
magnificent,,adj.,壮丽的；华丽的,,
maid,,n.,女佣，女仆；少女,,
maiden,,n.,少女，未婚女子,,
mail,,n.,邮件 v. 邮寄,,
main,,adj.,主要的，最重要的,,
mainframe,,n.,主机， 大型机,,
mainland,,n.,大陆,,
mainly,,adv.,主要地，大体上,,
mainstream,,n.,主流,,
maintain,,v.,维持；主张,,
maintenance,,n.,维修；维持，保持,,
major,,adj.,主要的 v. 主修,,
majority,,n.,多数,,
make,,v.,做，制造；使,,
makeup,,n.,化妆品,,
male,,adj.,男的，雄的 n. 男子,,
malfunction,,n.,失灵，故障,,
mall,,n.,商场,,
mammal,,n.,哺乳动物,,
man,,n.,男人；人；人类,,
manage,,v.,管理；设法；成功应付，对付,,
management,,n.,管理；经营，处理,,
manager,,n.,经理，管理人,,
manipulate,,v.,操纵,,
manipulation,,n.,"处理,操纵",,
mankind,,n.,人类,,
manly,,adj.,男子气概的，果断的,,
manner,,n.,方式；态度；礼貌,,
manual,,adj.,体力的 n. 手册,,
manufacture,,v.,制造，生产,,
manufacturer,,n.,制造商；制造厂,,
many,,,det.. 许多的 pron. 许多人,,
map,,n.,地图；图；天体图,,
marathon,,adj.,马拉松式的 n. 马拉松赛跑；马拉松式的活动,,
marble,,n.,大理石,,
march,,n.,三月,,
margin,,n.,页边的空白，页边，白边,,
marginal,,adj.,边缘的；记在页边的,,
marginalize,,v.,边缘化，排斥,,
marine,,adj.,海的；海上的,,
marital,,adj.,"婚姻的,夫妻之间的",,
mark,,n.,斑点；记号 v. 标明,,
market,,n.,市场；集市；销路,,
marriage,,n.,结婚，婚姻；婚礼,,
married,,adj.,已婚的；婚姻的,,
marry,,v.,结婚；娶，嫁,,
marsh,,n.,沼泽地，湿地,,
marshal,,n.,元帅；陆军元帅,,
marvel,,n.,奇迹；惊奇 v. 惊奇,,
marvellous,,adj.,奇迹般的；了不起的,,
marvelous,,adj.,引起惊异的,,
marxism,,n.,马克思主义,,
marxist,,adj.,马克思主义的,,
masculine,,adj.,男性的,,
mask,,v.,掩饰,,
mass,,n.,团；众多；群众,,
massive,,adj.,(尺寸、数量、规模) 非常大的,,
master,,n.,能手；主人；硕士,,
masterpiece,,n.,杰作，名著,,
mat,,n.,席子；草席；垫子,,
match,,n.,比赛，竞赛；对手,,
mate,,n.,伙伴，同事；配偶,,
material,,n.,材料；素材 adj. 物质的,,
materialism,,n.,唯物主义,,
materialist,,n.,唯物主义者；实利主义者,,
materialize,,v.,实现,,
mathematical,,adj.,数学的，数学上的,,
mathematics,,n.,数学,,
maths,,n.,（英）数学,,
matter,,v.,要紧，重要,,
mature,,adj.,成熟的,,
maturity,,n.,成熟,,
maximize,,v.,"取最大值, 最佳化",,
maximum,,n.,最大值，最大量 a. 最大值的，最大量的,,
may,,,modal verb. 可能；可以；祝,,
maybe,,adv.,大概，或许；也许,,
mayor,,n.,市长,,
me,,pron.,（宾格）我,,
meadow,,n.,草地，牧草地,,
meal,,n.,膳食，一餐,,
mean,,v.,作…解释；意指,,
meaning,,n.,意义，意思；意图,,
meaningful,,adj.,意味深长的,,
means,,n.,方法,,
meantime,,n.,其时，其间 adv. 当时,,
meanwhile,,adv.,同时，当时,,
measurable,,adj.,可测量的,,
measure,,n.,分量 v. 测量,,
measurement,,n.,尺寸；衡量，测量,,
meat,,n.,肉,,
meaty,,adj.,"肉的,多肉的",,
mechanic,,n.,机械师,,
mechanical,,adj.,机械的；力学的,,
mechanically,,adv.,机械地,,
mechanics,,n.,力学,,
mechanism,,n.,机制，机能,,
mechanization,,n.,机械化,,
mechanize,,v.,机械化,,
medal,,n.,奖章，勋章，纪念章,,
media,,n.,新闻媒介， 传播媒介,,
medical,,adj.,医学的；内科的,,
medication,,n.,药物治疗； 药物,,
medicinal,,adj.,药物的，治疗的,,
medicine,,n.,内服药；医学,,
mediterranean,,n.,地中海 adj. 地中海的,,
medium,,n.,媒质 adj. 中等的,,
meet,,v.,遇见,,
meeting,,n.,聚集，会合；会见,,
melon,,n.,瓜，甜瓜,,
melt,,v.,融化,,
member,,n.,成员，会员,,
membership,,n.,会员身份， 会籍； 全体会员， 会员数,,
memo,,n.,备忘录,,
memorandum,,n.,备忘录,,
memorial,,adj.,纪念的；记忆的,,
memorize,,v.,熟记，牢记,,
memory,,n.,记忆；回忆；存储,,
mend,,v.,修补，缝补；修理,,
mental,,adj.,精神的；智力的,,
mention,,v.,提及，说起 n. 提及，说起,,
menu,,n.,菜单,,
merchant,,n.,商人；零售商,,
merciful,,adj.,仁慈的，宽大的,,
mercury,,n.,水银，汞,,
mercy,,n.,仁慈，慈悲，恩惠,,
mere,,adj.,仅仅的；纯粹的,,
merely,,adv.,仅仅，只不过,,
merit,,n.,优点，成绩 v. 值得,,
meritorious,,adj.,有功绩的；有价值的；值得称赞的,,
merriment,,n.,欢喜；嬉戏,,
merry,,adj.,欢乐的，愉快的,,
mess,,n.,混乱，混杂，肮脏,,
message,,n.,信息，消息；启示，要旨，寓意,,
messenger,,n.,送信者，信使,,
messy,,adj.,"肮脏的, 凌乱的",,
metal,,n.,金属，金属制品,,
metallic,,adj.,金属的,,
meter,,n.,计量器；计，表,,
method,,n.,方法，办法；教学法,,
methodical,,adj.,有条理的，井然的,,
metre,,n.,米，公尺,,
metric,,adj.,公制的，米制的,,
microcomputer,,n.,微型计算机，微机,,
microphone,,n.,话筒，麦克风,,
microscope,,n.,显微镜,,
microscopic,,adj.,显微镜的；微观的，极小的,,
microwave,,n.,微波,,
midday,,n.,正午，中午,,
middle,,n.,中部 adj. 中部的,,
midnight,,n.,午夜，子夜，夜半,,
midst,,n.,中部，中间，当中,,
might,,v.,可能，会，也许,,
mighty,,adj.,强大的；巨大的,,
migrant,,n.,移居者， 移民； 候鸟， 迁移动物,,
migrate,,v.,移民；迁徙,,
migration,,n.,迁移，移民,,
mild,,adj.,温柔的；和缓的,,
mile,,n.,英里,,
military,,adj.,军队的，军事的,,
milk,,n.,乳，牛奶 v. 挤（奶）,,
milky,,adj.,牛奶的；乳白色的,,
mill,,n.,工厂,,
millimeter,,n.,(millimetre)毫米,,
millimetre,,n.,毫米,,
million,,num.,百万 n. 许多,,
millionaire,,n.,百分富翁，巨富,,
mind,,n.,头脑；理智；记忆,,
mine,,pron.,我的,,
miner,,n.,矿工,,
mineral,,n.,矿物,,
minimal,,adj.,最低的，最小限度的,,
minimize,,vt.,将…减少； 最小化,,
minimum,,n.,最小量 adj. 最小的,,
mining,,n.,采矿业,,
minister,,n.,部长，大臣；公使,,
ministry,,n.,（政府的）部,,
minor,,adj.,小的,,
minority,,n.,少数；少数民族,,
minus,,adj.,负面的；使显得有缺陷的 prep. 减（去）,,
minute,,n.,分，分钟；一会儿,,
miracle,,n.,奇迹，令人惊奇的人,,
miraculous,,adj.,"奇迹的,不可思议的",,
mirror,,n.,镜子 v. 与〔另一事物〕相似；反映,,
miscalculation,,n.,算错，误算,,
misconception,,n.,误解,,
miserable,,adj.,痛苦的,,
misery,,n.,痛苦，悲惨，不幸,,
misfortune,,n.,不幸；灾祸，灾难,,
misguide,,v.,误导,,
misguided,,adj.,被误导的,,
mislead,,v.,误导,,
miss,,n.,小姐,,
missile,,n.,导弹；发射物,,
missing,,adj.,失去的；缺掉的,,
mission,,n.,使命，任务；代表团,,
mist,,n.,薄雾,,
mistake,,n.,错误 v. 误解，弄错,,
mister,,n.,先生,,
mistress,,n.,女主；夫人,,
misty,,adj.,有薄雾的,,
misunderstand,,v.,误解,,
misunderstanding,,n.,"误会, 误解",,
mix,,v.,使混合，混淆,,
mixer,,n.,搅拌器,,
mixture,,n.,混合；混合物,,
moan,,n.,呻吟声 v. 呻吟,,
mobile,,adj.,运动的；流动的,,
mode,,n.,方式；样式,,
model,,n.,模型；模特儿,,
moderate,,adj.,温和的；有节制的,,
modern,,adj.,现代的，近代的,,
modernization,,n.,现代化,,
modernize,,v.,现代化,,
modest,,adj.,谦虚的；不太大的；不很贵的,,
modesty,,n.,谦逊；端庄,,
modification,,n.,修改,,
modify,,v.,更改，修改,,
moist,,adj.,湿润的；多雨的,,
moisture,,n.,潮湿，湿气,,
mold,,n.,霉，霉菌；模型，铸模；性格 vt. 用模子制作， 塑造； 使形成， 影响…的形成,,
molecule,,n.,分子，克分子,,
moment,,n.,时刻；片刻，瞬间,,
momentarily,,adv.,"暂时地, 立刻地",,
